title,combined_features,id
Good Deeds,Comedy Drama Romance african american single mother fianc\u00e9 fianc\u00e9e relationship corporation rich man - poor woman Tyler Perry Phylicia Rash\u0101d Thandie Newton Brian J. White Gabrielle Union Tyler Perry,62008
White Fang,Action Adventure Drama Family based on novel gold treasure coffin human animal relationship Klaus Maria Brandauer Ethan Hawke Seymour Cassel Susan Hogan James Remar Randal Kleiser,12227
Superstar,Comedy Family others Molly Shannon Will Ferrell Elaine Hendrix Harland Williams Tom Green Bruce McCulloch,13824
The Iron Lady,History Drama capitalism prime minister argentina margaret thatcher british overseas territory Meryl Streep Anthony Stewart Head Harry Lloyd Jim Broadbent Susan Brown Phyllida Lloyd,71688
Jonah: A VeggieTales Movie,Action Adventure Animation Comedy Family others Phil Vischer Mike Nawrocki Tim Hodge Lisa Vischer Daniel Anderson Phil Vischer,15173
Poetic Justice,Drama Romance loss of lover sadness los angeles road movie Janet Jackson Tupac Amaru Shakur Regina King Joe Torry Tyra Ferrell John Singleton,8291
All About the Benjamins,Action Adventure Comedy record store sexuality autograph underwear painting Ice Cube Mike Epps Tommy Flanagan Carmen Chaplin Eva Mendes Kevin Bray,13950
Vampire in Brooklyn,Comedy Horror Romance vampire half vampire Eddie Murphy Angela Bassett Allen Payne Kadeem Hardison John Witherspoon Wes Craven,12158
Exorcist II: The Heretic,Horror Thriller Fantasy exorcism examination pact with the devil possession priest Linda Blair Richard Burton Louise Fletcher Max von Sydow Kitty Winn John Boorman,11586
An American Haunting,Horror Thriller witch independent film curse suitor family Donald Sutherland Sissy Spacek James D'Arcy Matthew Marsh Gaye Brown Courtney Solomon,10008
My Boss's Daughter,Comedy Romance others Ashton Kutcher Tara Reid Andy Richter Jeffrey Tambor Michael Madsen David Zucker,2830
A Perfect Getaway,Thriller Mystery Adventure hawaii honeymoon double murder murder Milla Jovovich Timothy Olyphant Steve Zahn Chris Hemsworth Anthony Ruivivar David Twohy,12403
Our Family Wedding,Comedy interracial marriage wedding duringcreditsstinger Forest Whitaker America Ferrera Carlos Mencia Regina King Lance Gross Rick Famuyiwa,34563
Dead Man on Campus,Comedy college drug fraternity house pot teen suicide Tom Everett Scott Mark-Paul Gosselaar Poppy Montgomery Lochlyn Munro Randy Pearlstein Alan Cohn,14557
Tea with Mussolini,Comedy Drama War italy hotel loss of mother ambassador world war ii Cher Judi Dench Joan Plowright Maggie Smith Lily Tomlin Franco Zeffirelli,10368
Thinner,Horror Thriller blow job curse fat suit steven king Robert John Burke Joe Mantegna Lucinda Jenney Michael Constantine Kari Wuhrer Tom Holland,10280
"New York, New York",Drama Music Romance new york jazz saxophonist falling in love Liza Minnelli Robert De Niro Lionel Stander Barry Primus Dick Miller Martin Scorsese,12637
Crooklyn,Comedy Drama black people 1970s jazz musician stra\u00dfenkids dysfunctional family Alfre Woodard Delroy Lindo David Patrick Kelly Zelda Harris Carlton Williams Spike Lee,34152
I Think I Love My Wife,Comedy Romance others Chris Rock Kerry Washington Gina Torres Steve Buscemi Edward Herrmann Chris Rock,14434
Jason X,Horror Science Fiction places and planets space marine future cryogenics space Kane Hodder Lexa Doig Chuck Campbell Lisa Ryder David Cronenberg James Isaac,11470
Bobby,History Drama hotel senator kitchen marriage crisis politics Anthony Hopkins Heather Graham Ashton Kutcher Mary Elizabeth Winstead Helen Hunt Emilio Estevez,10741
Head Over Heels,Comedy Romance supermodel stalking models Monica Potter Freddie Prinze Jr. Shalom Harlow Ivana Mili\u010devi\u0107 Sarah Murdoch Mark Waters,24940
Fun Size,Comedy halloween friends little brother trick or treating boyfriend girlfriend relationship Victoria Justice Jackson Nicoll Chelsea Handler Josh Pence Jane Levy Josh Schwartz,82679
The Diving Bell and the Butterfly,Drama writing lover (female) psychological stress dying and death editor-in-chief Mathieu Amalric Emmanuelle Seigner Marie-Jos\u00e9e Croze Anne Consigny Patrick Chesnais Julian Schnabel,2013
Little Children,Romance Drama skateboarding mother american football adultery wife husband relationship Kate Winslet Patrick Wilson Jennifer Connelly Jackie Earle Haley Noah Emmerich Todd Field,1440
Gossip,Drama Mystery Thriller college suspense gossip rumor social experiment Joshua Jackson James Marsden Kate Hudson Lena Headey Norman Reedus Davis Guggenheim,18041
A Walk on the Moon,Drama Romance adultery woodstock 1960s Diane Lane Viggo Mortensen Liev Schreiber Anna Paquin Tovah Feldshuh Tony Goldwyn,28029
Catch a Fire,Action Drama Thriller police brutality resistance south africa apartheid african national congress Tim Robbins Derek Luke Bonnie Henna Mncedisi Shabangu Tumisho Masha Phillip Noyce,1123
Soul Survivors,Horror Mystery Thriller hallucination car crash death sole survivor Eliza Dushku Melissa Sagemiller Wes Bentley Casey Affleck Angela Featherstone Stephen Carpenter,14033
Jefferson in Paris,Drama Romance france revolution biography president history Nick Nolte Greta Scacchi Thandie Newton Gwyneth Paltrow Jean-Pierre Aumont James Ivory,87729
Easy Virtue,Comedy Romance others Jessica Biel Ben Barnes Kristin Scott Thomas Colin Firth Kimberley Nixon Stephan Elliott,16899
Caravans,Action Adventure Drama Romance others Anthony Quinn Jennifer O'Neill Michael Sarrazin Christopher Lee Joseph Cotten James Fargo,41317
Mr. Turner,History Drama painter Timothy Spall Dorothy Atkinson Marion Bailey Paul Jesson Lesley Manville Mike Leigh,245700
Wild Grass,Drama Romance whiskey experimental film wallet cult director Andr\u00e9 Dussollier Sabine Az\u00e9ma Emmanuelle Devos Mathieu Amalric Anne Consigny Alain Resnais,37842
Amen.,Drama History vatican pope concentration camp holocaust schutzstaffel Ulrich Tukur Mathieu Kassovitz Ulrich M\u00fche Michel Duchaussoy Marcel Iure\u0219 Costa-Gavras,9045
Reign of Assassins,History Action martial arts sword fight wuxia Michelle Yeoh Jung Woo-sung Wang Xue-qi Barbie Hsu Shawn Yue John Woo,44092
The Lucky Ones,Comedy Drama History friendship war road trip independent film soldier Tim Robbins Rachel McAdams Michael Pe\u00f1a Kerry Bish\u00e9 Molly Hagan Neil Burger,16005
Margaret,Drama new york bus nightmare witness investigation Anna Paquin Matt Damon Mark Ruffalo Matthew Broderick Jeannie Berlin Kenneth Lonergan,44754
Stan Helsing,Comedy Horror halloween slapstick duringcreditsstinger Diora Baird Leslie Nielsen Steve Howey Kenan Thompson Tara Wilson Bo Zenga,23988
Flipped,Romance Drama shyness based on novel unrequited love neighbor family relationships Madeline Carroll Callan McAuliffe Rebecca De Mornay Anthony Edwards John Mahoney Rob Reiner,43949
Brokeback Mountain,Drama Romance gay countryside homophobia loss of lover wyoming Heath Ledger Jake Gyllenhaal Randy Quaid Michelle Williams Anne Hathaway Ang Lee,142
Clueless,Comedy Drama Romance puberty high school make a match spoiled child gay interest Alicia Silverstone Stacey Dash Brittany Murphy Paul Rudd Donald Faison Amy Heckerling,9603
Far from Heaven,Drama Romance black people wife husband relationship botanist homosexuality Julianne Moore Dennis Quaid Dennis Haysbert Patricia Clarkson Viola Davis Todd Haynes,10712
Hot Tub Time Machine 2,Comedy time travel sequel hot tub duringcreditsstinger Rob Corddry Craig Robinson Clark Duke Adam Scott Chevy Chase Steve Pink,243938
Quills,Drama asylum french revolution french smuggling maid Geoffrey Rush Kate Winslet Joaquin Phoenix Michael Caine Billie Whitelaw Philip Kaufman,10876
Seven Psychopaths,Comedy Crime suicide alcohol sex screenwriter underworld Colin Farrell Sam Rockwell Woody Harrelson Christopher Walken Tom Waits Martin McDonagh,86838
The Caveman's Valentine,Drama Mystery Thriller woman director Samuel L. Jackson Colm Feore Ann Magnuson Aunjanue Ellis Tamara Tunie Kasi Lemmons,25208
Downfall,Drama History War berlin poison dictator clerk ideology Bruno Ganz Alexandra Maria Lara Corinna Harfouch Ulrich Matthes Juliane K\u00f6hler Oliver Hirschbiegel,613
The Sea Inside,Drama brother brother relationship paraplegic intensive care ladykiller wheelchair Javier Bardem Bel\u00e9n Rueda Lola Due\u00f1as Joan Dalmau Josep Maria Pou Alejandro Amen\u00e1bar,1913
Under the Skin,Thriller Science Fiction Drama male nudity scotland edinburgh alien very little dialogue Scarlett Johansson Kry\u0161tof H\u00e1dek Paul Brannigan Michael Moreland Scott Dymond Jonathan Glazer,97370
"Good Morning, Vietnam",Comedy Drama War rock and roll radio station war crimes entertainer explosive Robin Williams Forest Whitaker Tung Thanh Tran Chintara Sukapatana Bruno Kirby Barry Levinson,801
The Last Godfather,Action Comedy Thriller others Harvey Keitel Jason Mewes Blake Clark Jon Polito Paul Hipp Shim Hyung-Rae,70829
Justin Bieber: Never Say Never,Documentary Music Family manager canada pop singer star prayer Justin Bieber Miley Cyrus Usher Raymond Jaden Smith Sean Kingston Jon M. Chu,54518
Black Swan,Drama Thriller dancing competition sex dancer obsession Natalie Portman Mila Kunis Vincent Cassel Barbara Hershey Winona Ryder Darren Aronofsky,44214
The Godfather: Part II,Drama Crime italo-american cuba vororte melancholy praise Al Pacino Robert Duvall Diane Keaton Robert De Niro John Cazale Francis Ford Coppola,240
Save the Last Dance,Drama Family Romance Music ballet dancer musical ballet Julia Stiles Sean Patrick Thomas Kerry Washington Fredro Starr Terry Kinney Thomas Carter,9816
A Nightmare on Elm Street 4: The Dream Master,Horror Thriller martial arts nightmare supernatural high school resurrection Robert Englund Tuesday Knight Ken Sagoes Rodney Eastman Lisa Wilcox Renny Harlin,10131
Miracles from Heaven,Drama miracle christian cure woman director accident Jennifer Garner Kylie Rogers Martin Henderson Brighton Sharbino Courtney Fansler Patricia Riggen,339984
"Dude, Where’s My Car?",Comedy dude amnesia idiot auto friendship Ashton Kutcher Seann William Scott Kristy Swanson Jennifer Garner Marla Sokoloff Danny Leiner,8859
Young Guns,Crime Action Adventure Drama Western corruption sheriff deputy sheriff ranch billy the kid Emilio Estevez Kiefer Sutherland Lou Diamond Phillips Charlie Sheen Dermot Mulroney Christopher Cain,11967
St. Vincent,Comedy babysitter friendship neighbor divorce child of divorce Bill Murray Melissa McCarthy Naomi Watts Jaeden Lieberher Chris O'Dowd Theodore Melfi,239563
About Last Night,Comedy Romance duringcreditsstinger Kevin Hart Michael Ealy Regina Hall Joy Bryant Christopher McDonald Steve Pink,222899
10 Things I Hate About You,Comedy Romance Drama shakespeare sister high school cannabis deception Heath Ledger Julia Stiles Joseph Gordon-Levitt Larisa Oleynik David Krumholtz Gil Junger,4951
The New Guy,Comedy Family prison dual identity identity loser high school DJ Qualls Eliza Dushku Zooey Deschanel Lyle Lovett Jerod Mixon Ed Decter,10985
National Lampoon's Loaded Weapon 1,Comedy cocaine police spoof los angeles Emilio Estevez Samuel L. Jackson Jon Lovitz Tim Curry Kathy Ireland Gene Quintano,9644
The Shallows,Horror Drama Thriller mexico beach surfer island survival Blake Lively \u00d3scar Jaenada Angelo Josue Lozano Corzo Jos\u00e9 Manuel Trujillo Salas Brett Cullen Jaume Collet-Serra,332567
The Butterfly Effect,Science Fiction Thriller amnesia chaos theory blackout time travel flashback Ashton Kutcher Melora Walters Amy Smart Elden Henson William Lee Scott Eric Bress,1954
Snow Day,Comedy Family others Chevy Chase Chris Elliott Jean Smart Iggy Pop Pam Grier Chris Koch,15489
This Christmas,Comedy Drama drama family family holiday family feud Loretta Devine Delroy Lindo Idris Elba Regina King Laz Alonso Preston A. Whitmore II,15250
Baby Geniuses,Science Fiction Comedy Family baby genius toddler baby geniuses Kathleen Turner Christopher Lloyd Kim Cattrall Peter MacNicol Dom DeLuise Bob Clark,22345
The Big Hit,Action Adventure Comedy Thriller bungee-jump dark comedy cigarette smoking slow motion video store Mark Wahlberg Lou Diamond Phillips Christina Applegate China Chow Avery Brooks Kirk Wong,9448
Harriet the Spy,Comedy Drama Family spy secret nanny notebook binoculars Michelle Trachtenberg Rosie O'Donnell J. Smith-Cameron Eartha Kitt Vanessa Lee Chester Bronwen Hughes,38223
Child's Play 2,Drama Horror faithlessness puppet killer toys toy comes to life Alex Vincent Jenny Agutter Gerrit Graham Christine Elise Brad Dourif John Lafia,11186
No Good Deed,Crime Thriller sadistic hostage sociopath serial killer blood Idris Elba Taraji P. Henson Leslie Bibb Kate del Castillo Henry Simmons Sam Miller,136835
The Mist,Science Fiction Horror Thriller father son relationship monster supermarket fight artist Thomas Jane Marcia Gay Harden Laurie Holden Andre Braugher Toby Jones Frank Darabont,5876
Ex Machina,Drama Science Fiction dancing artificial intelligence distrust isolation technology Domhnall Gleeson Alicia Vikander Oscar Isaac Sonoya Mizuno Corey Johnson Alex Garland,264660
Being John Malkovich,Fantasy Drama Comedy individual transvestism sexual identity witch identity John Cusack Cameron Diaz Catherine Keener Charlie Sheen John Malkovich Spike Jonze,492
Two Can Play That Game,Comedy Romance others Vivica A. Fox Morris Chestnut Anthony Anderson Gabrielle Union Wendy Raquel Robinson Mark Brown,25462
Earth to Echo,Family Adventure Science Fiction alien found footage Teo Halm Astro Resse Hartwig Ella Wahlestedt Jason Gray-Stanford Dave Green,238603
Crazy/Beautiful,Drama Romance lovesickness jealousy parents kids relationship love of one's life cutting the cord Kirsten Dunst Jay Hernandez Bruce Davison Herman Osorio Miguel Castro John Stockwell,10691
Letters from Iwo Jima,Action Adventure Drama War world war ii cave dying and death pacific theater japanese army Ken Watanabe Kazunari Ninomiya Tsuyoshi Ihara Ryo Kase Shidou Nakamura Clint Eastwood,1251
The Astronaut Farmer,Adventure Comedy Drama Science Fiction nasa texas dream fbi bankrupt Billy Bob Thornton Virginia Madsen Max Thieriot Jasper Polish Logan Polish Michael Polish,5172
Woo,"Comedy Romance blind date love manhattan, new york city woman director Jada Pinkett Smith Tommy Davidson Duane Martin Michael Ralph Darrel Heath Daisy von Scherler Mayer",58680
Room,Drama Thriller based on novel carpet isolation kidnapping imprisonment Brie Larson Jacob Tremblay Joan Allen Sean Bridgers William H. Macy Lenny Abrahamson,264644
Dirty Work,Comedy others Norm Macdonald Artie Lange Jack Warden Traylor Howard Don Rickles Bob Saget,14577
Serial Mom,Comedy Crime Horror Thriller housewife protection motherly love evil mother murder Kathleen Turner Sam Waterston Ricki Lake Matthew Lillard Traci Lords John Waters,11592
Dick,Comedy richard nixon watergate the white house Kirsten Dunst Michelle Williams Will Ferrell Dan Hedaya Bruce McCulloch Andrew Fleming,16406
Light It Up,Drama Thriller others Usher Raymond Vanessa Williams Forest Whitaker Rosario Dawson Robert Ri'chard Craig Bolotin,19052
54,Music Drama new york sex nightclub money drug Ryan Phillippe Salma Hayek Breckin Meyer Mike Myers Neve Campbell Mark Christopher,3682
Bubble Boy,Adventure Comedy Drama Romance lovesickness niagara falls crush youth illness Jake Gyllenhaal Swoosie Kurtz Marley Shelton Danny Trejo John Carroll Lynch Blair Hayes,9683
Birthday Girl,Comedy Crime Thriller female nudity robbery mail order bride bank clerk Nicole Kidman Ben Chaplin Vincent Cassel Mathieu Kassovitz Kate Lynn Evans Jez Butterworth,2084
21 & Over,Comedy alcohol birthday debauchery Miles Teller Skylar Astin Justin Chon Sarah Wright Jonathan Keltz Jon Lucas,107811
"Paris, je t'aime",Drama Romance paris city portrait jazz subway new love Steve Buscemi Natalie Portman Willem Dafoe Maggie Gyllenhaal Axel Kiener Isabel Coixet,2266
Resurrecting the Champ,Drama sport Samuel L. Jackson Josh Hartnett Alan Alda Teri Hatcher Kathryn Morris Rod Lurie,13074
Admission,Comedy Drama Romance princeton university admissions Tina Fey Paul Rudd Michael Sheen Lily Tomlin Wallace Shawn Paul Weitz,144340
The Widow of Saint-Pierre,Romance Drama france island fisherman love revenge Daniel Auteuil Emir Kusturica Juliette Binoche Michel Duchaussoy Philippe Magnan Patrice Leconte,48217
Chloe,Drama Thriller Mystery toronto lesbian remake of french film suspicious wife female doctor Julianne Moore Liam Neeson Amanda Seyfried Max Thieriot R. H. Thomson Atom Egoyan,28211
Faithful,Comedy Crime Drama kitchen female protagonist bathtub wedding anniversary flashback Cher Chazz Palminteri Ryan O'Neal Paul Mazursky Amber Smith Paul Mazursky,47502
Find Me Guilty,Drama Action Comedy Crime court case staatsanw\u00e4ltin family clan gangster Vin Diesel Alex Rocco Frank Pietrangolare Richard DeDomenico Paul Borghese Sidney Lumet,9950
The Perks of Being a Wallflower,Drama Romance shyness secret narration kiss freshman Logan Lerman Emma Watson Ezra Miller Paul Rudd Nina Dobrev Stephen Chbosky,84892
Excessive Force,Action police shoulder holster police shootout shootout at a train station Thomas Ian Griffith Lance Henriksen James Earl Jones Burt Young Tony Todd Jon Hess,24227
Infamous,Drama killing death penalty kansas author murder hunt Sigourney Weaver Toby Jones Gwyneth Paltrow Sandra Bullock Isabella Rossellini Douglas McGrath,9672
The Claim,Drama Romance Western others Peter Mullan Milla Jovovich Wes Bentley Nastassja Kinski Sarah Polley Michael Winterbottom,44853
The Vatican Tapes,Thriller Horror exorcism anti-christ exorcist Olivia Taylor Dudley Michael Pe\u00f1a Djimon Hounsou Dougray Scott Peter Andersson Mark Neveldine,157544
Attack the Block,Action Comedy Science Fiction street gang fireworks chase meteor playground Nick Frost Jodie Whittaker John Boyega Luke Treadaway Flaminia Cinque Joe Cornish,59678
In the Land of Blood and Honey,Drama Romance War muslim sister sister relationship sarajevo bosnian war of 1992-1995 violence Zana Marjanovi\u0107 Goran Kosti\u0107 Branko \u0110uri\u0107 Dzana Pinjo Milo\u0161 Timotijevi\u0107 Angelina Jolie,79777
The Call,Crime Thriller underground gas station kidnapping murder suspense Halle Berry Abigail Breslin Morris Chestnut Michael Imperioli Ella Rae Peck Brad Anderson,158011
Operation Chromite,"History Drama War Action korea fictionalized history operation ""trudy jackson"" general douglas macarthur operation x-ray Lee Jung-jae Liam Neeson Lee Beom-soo Jin Se-yeon Jung Joon-ho John H. Lee",407887
The Crocodile Hunter: Collision Course,Family Action Adventure crocodile Steve Irwin Terri Irwin Magda Szubanski David Wenham Lachy Hulme John Stainton,17043
I Love You Phillip Morris,Comedy Drama Romance judge small town con man fraud jail Jim Carrey Ewan McGregor Leslie Mann Rodrigo Santoro Brennan Brown Glenn Ficarra,8952
Quest for Fire,Adventure Drama stone age cavemen prehistoric adventure prehistoric times prehistoric man Everett McGill Ron Perlman Nicholas Kadi Rae Dawn Chong Gary Schwartz Jean-Jacques Annaud,62204
Antwone Fisher,Drama Romance u.s. navy biography Derek Luke Malcolm David Kelley Cory Hodges Denzel Washington Joy Bryant Denzel Washington,13435
The Emperor's Club,Drama Romance others Kevin Kline Emile Hirsch Embeth Davidtz Rob Morrow Edward Herrmann Michael Hoffman,17187
True Romance,Action Thriller Crime Romance father son relationship film producer mexican standoff loss of father cocaine Christian Slater Patricia Arquette Michael Rapaport Bronson Pinchot Gary Oldman Tony Scott,319
Womb,Romance Science Fiction others Eva Green Matt Smith Lesley Manville Peter Wight Istv\u00e1n L\u00e9n\u00e1rt Benedek Fliegauf,59457
Glengarry Glen Ross,Crime Drama Mystery robbery office shop estate agent company Al Pacino Jack Lemmon Alec Baldwin Alan Arkin Ed Harris James Foley,9504
The Killer Inside Me,Crime Drama Thriller sheriff crime fighter Casey Affleck Kate Hudson Jessica Alba Ned Beatty Tom Bower Michael Winterbottom,37414
Cat People,Drama Fantasy Horror Thriller shotgun attack lingerie held captive incest Nastassja Kinski Malcolm McDowell John Heard Ruby Dee Ed Begley Jr. Paul Schrader,6217
Sorority Row,Horror Mystery Thriller female nudity graduation serial killer blood slasher Rumer Willis Briana Evigan Jamie Chung Leah Pipes Teri Andrzejewski Stewart Hendler,26688
The Prisoner of Zenda,Adventure Drama Romance kidnapping coronation villain kingdom heir to the throne Ronald Colman Madeleine Carroll Raymond Massey Mary Astor Douglas Fairbanks Jr. John Cromwell,43867
Lars and the Real Girl,Comedy Romance Drama garage lone wolf dying and death loss delusion Ryan Gosling Emily Mortimer Paul Schneider Kelli Garner Lauren Ash Craig Gillespie,6615
The Boy in the Striped Pyjamas,War Drama nationalism concentration camp world war ii gas chamber nazis Asa Butterfield Jack Scanlon Vera Farmiga David Thewlis Rupert Friend Mark Herman,14574
Dancer in the Dark,Drama Crime Music individual dancing usa robbery factory worker Bj\u00f6rk Catherine Deneuve David Morse Peter Stormare Joel Grey Lars von Trier,16
Oscar and Lucinda,Drama Romance minister australia inheritance wager woman director Ralph Fiennes Cate Blanchett Ciar\u00e1n Hinds Tom Wilkinson Richard Roxburgh Gillian Armstrong,39780
The Funeral,Crime Drama suicide bedroom strike great depression trade union Christopher Walken Chris Penn Annabella Sciorra Isabella Rossellini Vincent Gallo Abel Ferrara,21612
Solitary Man,Comedy Drama Romance infidelity bankrupt loneliness comedy family drama Michael Douglas Danny DeVito Jesse Eisenberg Susan Sarandon Mary-Louise Parker Brian Koppelman,36691
Machete,Action Comedy Thriller illegal immigration immigration law machete politician death of a child Danny Trejo Michelle Rodriguez Jessica Alba Robert De Niro Lindsay Lohan Robert Rodriguez,23631
Casino Jack,Crime Comedy Drama biography duringcreditsstinger Kevin Spacey Kelly Preston Hannah Endicott-Douglas Rachelle Lefevre Barry Pepper George Hickenlooper,45324
The Land Before Time,Animation Adventure Family vulkan loss of mother tyrannosaurus rex earthquake primitive time Gabriel Damon Candace Hutson Judith Barsi Will Ryan Pat Hingle Don Bluth,12144
Tae Guk Gi: The Brotherhood of War,Action Adventure Drama History War archaeologist korean war north korea south korea air raid Jang Dong-gun Won Bin Lee Eun-ju Gong Hyung-jin Park Jeong-Woo Kang Je-gyu,11658
The Perfect Game,Drama Family baseball sport based on true story family relationships Clifton Collins Jr Cheech Marin Mois\u00e9s Arias Emilie de Ravin Jake T. Austin William Dear,56601
The Exorcist,Drama Horror Thriller exorcism holy water religion and supernatural vomit christian Linda Blair Max von Sydow Ellen Burstyn Jason Miller Lee J. Cobb William Friedkin,9552
Jaws,Horror Thriller Adventure fishing atlantic ocean bathing shipwreck police chief Roy Scheider Robert Shaw Richard Dreyfuss Lorraine Gary Murray Hamilton Steven Spielberg,578
American Pie,Comedy Romance graduation innocence coming of age teenager high school student Jason Biggs Chris Klein Thomas Ian Nicholas Alyson Hannigan Shannon Elizabeth Chris Weitz,2105
Ernest & Celestine,Animation Comedy Drama Family mouse musician friendship prejudice bear Anne-Marie Loop Lambert Wilson Pauline Brunner Patrice Melennec Brigitte Virtudes St\u00e9phane Aubier,126319
The Golden Child,Action Adventure Comedy monk social worker wretch tibet demon Eddie Murphy Charles Dance Charlotte Lewis Victor Wong Peter Kwong Michael Ritchie,10136
Think Like a Man,Comedy Romance advice love relationship ensemble cast duringcreditsstinger Michael Ealy Jerry Ferrara Meagan Good Regina Hall Kevin Hart Tim Story,67660
Barbershop,Comedy Drama hairdresser shop neighbor debt meeting Ice Cube Anthony Anderson Cedric the Entertainer Sean Patrick Thomas Eve Tim Story,10611
Star Trek II: The Wrath of Khan,Action Adventure Science Fiction Thriller uss enterprise genesis asteroid self sacrifice midlife crisis William Shatner Leonard Nimoy DeForest Kelley James Doohan George Takei Nicholas Meyer,154
Ace Ventura: Pet Detective,Comedy Mystery dolphin mascot private detective pets Jim Carrey Sean Young Courteney Cox Tone Loc Dan Marino Tom Shadyac,3049
WarGames,Thriller Science Fiction video game artificial intelligence fbi cold war hacker Matthew Broderick Dabney Coleman Ally Sheedy John Wood Barry Corbin John Badham,860
Witness,Crime Drama Romance Thriller corruption detective police brutality amish suspense Harrison Ford Kelly McGillis Josef Sommer Lukas Haas Jan Rubes Peter Weir,9281
Act of Valor,Action Thriller War submarine navy scuba diving heroism navy seal Roselyn S\u00e1nchez Emilio Rivera Nestor Serrano Gonzalo Menendez Alexander Asefa Mike McCoy,75674
Step Up,Music Drama Romance Crime dancing new love dance baltimore art school Channing Tatum Jenna Dewan Damaine Radcliff De'Shawn Washington Mario Anne Fletcher,9762
Beavis and Butt-Head Do America,Animation Comedy washington d.c. casino hotel sun television Mike Judge Bruce Willis Demi Moore Robert Stack Richard Linklater Mike Judge,3179
Jackie Brown,Comedy Crime Romance airport underworld arms deal weapon police Pam Grier Samuel L. Jackson Robert Forster Bridget Fonda Michael Keaton Quentin Tarantino,184
Harold & Kumar Escape from Guantanamo Bay,Comedy Adventure terrorist aftercreditsstinger duringcreditsstinger John Cho Kal Penn Neil Patrick Harris Rob Corddry Jack Conley Jon Hurwitz,13335
Chronicle,Science Fiction Drama Thriller seattle telekinesis friendship loneliness outcast Dane DeHaan Alex Russell Michael B. Jordan Michael Kelly Anna Wood Josh Trank,76726
Yentl,Music Drama Romance studies music disguise unhappiness boys' school Barbra Streisand Mandy Patinkin Amy Irving Nehemiah Persoff Steven Hill Barbra Streisand,10269
Time Bandits,Family Fantasy Science Fiction Adventure Comedy treasure map magic time travel titanic Sean Connery John Cleese Shelley Duvall Michael Palin Ian Holm Terry Gilliam,36819
Crossroads,Action Adventure Comedy Drama Family dancing women sex karaoke dream Britney Spears Zoe Saldana Taryn Manning Anson Mount Dan Aykroyd Tamra Davis,17130
Project X,Comedy Crime vandalism high school swimming pool party teen movie Oliver Cooper Jonathan Daniel Brown Thomas Mann Dax Flame Kirby Bliss Blanton Nima Nourizadeh,57214
Patton,Drama History War general world war ii normandy biography historical figure George C. Scott Karl Malden Stephen Young Michael Strong Carey Loftin Franklin J. Schaffner,11202
One Hour Photo,Horror Thriller sexual abuse hotel room cheating supermarket penalty Robin Williams Connie Nielsen Michael Vartan Erin Daniels Eriq La Salle Mark Romanek,9357
Quarantine,Horror Science Fiction Thriller quarantine remake tv reporter found footage virus Jennifer Carpenter Steve Harris Jay Hernandez Johnathon Schaech Columbus Short John Erick Dowdle,13812
The Eye,Drama Horror Thriller sister sister relationship blindness and impaired vision eye operation eyesight dying and death Jessica Alba Alessandro Nivola Parker Posey Rade Serbedzija Fernanda Romero David Moreau,9030
Johnson Family Vacation,Comedy Family others Cedric the Entertainer Vanessa Williams Steve Harvey Shari Headley Shad Moss Christopher Erskin,19084
How High,Comedy carpet pimp harvard university joint cannabis Method Man Redman Obba Babatund\u00e9 Mike Epps Anna Maria Horsford Jesse Dylan,8386
The Muppet Christmas Carol,Comedy Family Fantasy Drama holiday future musical past scrooge Michael Caine Don Austen Meredith Braun Don Austen Ed Sanders Brian Henson,10437
Frida,Drama Romance painter love of one's life disabled woman director Salma Hayek Alfred Molina M\u00eda Maestro Patricia Reyes Sp\u00edndola Diego Luna Julie Taymor,1360
Katy Perry: Part of Me,Documentary Music woman director Katy Perry Russell Brand Shannon Woodward Rachael Markarian Mia Moretti Dan Cutforth,101267
The Fault in Our Stars,Romance Drama amsterdam based on novel support group cancer teenager Shailene Woodley Ansel Elgort Nat Wolff Laura Dern Sam Trammell Josh Boone,222935
Rounders,Drama Crime gambling law compulsive gambling roulette gain Matt Damon John Turturro Gretchen Mol Goran Visnjic Edward Norton John Dahl,10220
Top Five,Drama Comedy comedian interview reporter movie star fianc\u00e9 fianc\u00e9e relationship Chris Rock Rosario Dawson J.B. Smoove Gabrielle Union Romany Malco Chris Rock,284296
Prophecy,Horror Science Fiction monster mutant toxic native american environmental Talia Shire Robert Foxworth Armand Assante Richard Dysart Victoria Racimo John Frankenheimer,31915
Stir of Echoes,Horror Mystery Thriller secret obsession paranoia grave haunted house Kevin Bacon Kathryn Erbe Illeana Douglas Kevin Dunn Conor O'Farrell David Koepp,11601
Philomena,Drama mother washington d.c. journalist adoption forgiveness Judi Dench Steve Coogan Sophie Kennedy Clark Mare Winningham Barbara Jefford Stephen Frears,205220
The Upside of Anger,Comedy Drama sex lie college funeral friendship Joan Allen Kevin Costner Erika Christensen Keri Russell Alicia Witt Mike Binder,11354
The Boys from Brazil,Horror Drama Thriller Science Fiction paraguay mengele nazi hunter third reich Gregory Peck Laurence Olivier James Mason Lilli Palmer Uta Hagen Franklin J. Schaffner,16241
Aquamarine,Fantasy Romance Family Comedy female friendship mermaid teenager woman director Emma Roberts Joanna 'JoJo' Levesque Sara Paxton Jake McDorman Arielle Kebbel Elizabeth Allen Rosenbaum,14191
